user,location,text,sentiment,probability
GUNNER1337,,"cosas del pais mas ""avanzado"" del mundo. cosas del tio sam#abr twurl",Positivo,51
LaPrensaTachira,"San Cristóbal, Venezuela","twhashtag 🇪🇸en barcelona, españa, rayaron el vehiculo de una dra. ginecologo, con las palabras ""rata contagiosa"", lo c… twurl",Neutro,50
tribunadetodos,,twhashtag twhashtag informo este miercoles que  personas han fallecido por twhashtag el numero de casos acumulados de… twurl,Positivo,51
ecupunto,Ecuador,twhashtag asamblea nacional enviara proyecto de ley de acuicultura y pesca al registro oficial twhashtag twurl,Positivo,52
AlejandroLuy,Caracas. Venezuela,"twhashtag  la oms actuo tarde y mal, de manera sesgada; .  trump (como la mayoria) tambien actuo tarde y mal; los… twurl",Positivo,51
fundamiarbolven,Venezuela,twhashtag conoce cuales son las causas principales de los incendios forestales twmention twmention twurl,Positivo,52
ReporteYa,Venezuela,"twhashtag twhashtag twhashtag gob. twmention ministro de energia electrica: le exijo, le solicito, le propongo, lo… twurl",Positivo,52
HeiberBarreto,Caracas,twhashtag | twhashtag 🗞️ el precio del petro subio bs. . en plataforma patria y bs. . en bancar  📈➡️… twurl,Positivo,50
enteratee24,Venezuela,twhashtag | twhashtag  argentina registra  feminicidios desde que se decreto la cuarentena#enterate twurl,Positivo,52
infoenbreves,Caracas,twhashtag | descontento social por escasez de gasolina y alimentos es atacado con gases lacrimogenos y perdigones ¡lo… twurl,Positivo,54
importpartsvzla,"Valencia, Venezuela","twhashtag somos mayoristas en repuestos peugeot, citroen, volkswagen y renault..🇪🇺calidad europea.🇻🇪envios a toda v… twurl",Positivo,52
TendenciaCol,"Bucaramanga, Colombia",⚡️trending topic twhashtag // :👁‍🗨💬. twhashtag iphone se. twhashtag twhashtag twurl,Positivo,51
MateoArango,,"twhashtag empieza a verse la colombia oculta; la colombia con hambre; la que tapaban hablandonos de guerra, narcotrafi… twurl",Positivo,51
PJYaracuy,Yaracuy,"pdte de la twmention twmention ""desde la an hemos hecho propuestas concretas y viables para garantizar mejor… twurl",Positivo,52
Cmdte_RGP_ANZ,Barcelona-Anzoategui,"twhashtag extiendo mi abrazo y mi cariño a la familia de la escuela latinoamericana de medicina dr. salvador allende,… twurl",Positivo,51
estucosvenecian,San Antonio del Táchira,twmention twhashtag por favor señora gobernadora que vamos hacer los trabajadores de la construccion que no tenemos… twurl,Neutro,51
contrapuntovzla,,twhashtag bachelet exhorto a paises de latinoamerica a no impedir regreso de migrantes twurl twurl,Positivo,52
El_Zuliano,Zulia,"twhashtag vez que el regimen dice que es saboteo, el seguro no paga..",Positivo,52
Arge_Lara82,Venezuela,hoy twhashtag twhashtag exigimos que dejen en libertad a nuestros artistas twhashtag quienes… twurl,Positivo,52
josecard82,,twmention twhashtag algunos dirigentes adoptan una politica de brazos cruzados y no se dan cuenta que la gente… twurl,Positivo,53
VTnewsRed,Venezuela,venezuela lidera la aplicacion de tests del covid enlatinoamerica 👉 twurl… twurl,Positivo,53
Cmdte_RGP_ANZ,Barcelona-Anzoategui,"twhashtag hace  años se efectuo el descubrimiento en el edo. zulia del primer campo petrolero, el cual fue deno… twurl",Positivo,52
MIJPVenezuela,Venezuela,"esta accion da respuesta al plan de formacion academica no presencial, propuesto por el presidente de la republica,… twurl",Positivo,52
PrensaCuba_Ven,,"""si este ataque aereo fuese el preludio de una invasion, el pais en pie de lucha resistira y destruira con mano de… twurl",Positivo,51
MIJPVenezuela,Venezuela,noticia 👉la twmention a traves de las plataformas digitales implemento el plan de formacion academica a distan… twurl,Positivo,50
OficialCONALOT,,"twhashtag | reduce el riesgo de infeccion del (covid-). lavate las manos con agua y jabon, sobre todo despues de tos… twurl",Neutro,50
CaceNc,Venezuela,en cucuta caobos twhashtag twhashtag twhashtag - twurl,Positivo,52
morocotacoin,Venezuela,twhashtag | twhashtag 🗞️ el precio del petro subio bs. . en plataforma patria y bs. . en bancar  📈➡️… twurl,Positivo,50
ErikaOlivete,Venezuela,en mi jornada de twhashtag por lo general me gusta escuchar musica o un buen juego y con twmention llevo de… twurl,Positivo,51
Cmdte_RGP_ANZ,Barcelona-Anzoategui,"con la nueva ley constitucional de la twhashtag los hombres y mujeres de armas, apegados al articulo , afianzan su a… twurl",Positivo,52
fronteravivanew,Colombia,"twhashtag 🇻🇪| 🚨cerca de  personas han sido evacuadas, desde la madrugada de este miercoles, de los puntos de asiste… twurl",Positivo,52
SaulDavid_,"Caracas, Venezuela",al parecer en el ultimo capitulo de ertugrul que rodaron en twmention el medico que le salvo la vida montones de v… twurl,Positivo,52
Heberlizeth,"Carabobo, Venezuela ",twhashtag este mediodia unos funcionarios de la pnb fueron emboscados por miembros de una banda  en sector las flores… twurl,Positivo,51
Hidrobolivar_,Zona Industrial Matanzas UD321,twhashtag twhashtag al dia con el pago del agua  desde tu casa.a traves de nuestras cuentas recauda… twurl,Positivo,52
DianaCamacaro,,twhashtag twhashtag twhashtag las universidades tienen el deber de velar por la seguridad de sus alumnas. ex… twurl,Positivo,52
bacu29,EE.UU. ,twhashtag el numero de fallecidos en las ultimas horas por el twhashtag twhashtag en el estado de twhashtag ha sido… twurl,Positivo,52
fundamiarbolven,Venezuela,twhashtag conoce cuales son las causas principales de los incendios forestales twmention twmention twurl,Positivo,52
532_gnb,Carupano,"continuamos realizando recorridos en los diferentes sectores del municipio sucre, con la finalidad de detener preve… twurl",Positivo,52
VenteSucre,Estado Sucre,"twhashtag | los pescadores artesanales sometidos tambien a largas colas para surtir combustible, en la marina de… twurl",Positivo,51
TostonPeludo,,twhashtag  | no te pierdas la programacion de este jueves twhashtag la cita es a las :pm disfrutala a trave… twurl,Positivo,52
PanaCimarron,"Caracas, Distrito Capital","twhashtag acabo de llamar a mucuchies merida, y los transportistas de rubros agricolas estan llenando sus tanques de c… twurl",Neutro,50
Cmdte_RGP_ANZ,Barcelona-Anzoategui,nuestro heroico pueblo es el motivo principal por el cual los hombres y mujeres de la gnb permanecen activamente de… twurl,Positivo,51
AllTravel20,Venezuela,"german carreño venezuela: no podemos viajar, pero si visitar museos… twurl twhashtag twurl",Positivo,55
nataliaval7,"Distrito Capital, Venezuela",reporte del  dia de hoy twhashtag de twmention twhashtag twmention twmention twurl,Positivo,52
GUNNER1337,,"eso lo hicimos en venezuela, en las entradas de los mercados municipales de caracas, hace  semanas atras.… twurl",Positivo,53
JuanPabloGve,"Monagas, Venezuela","twhashtag ¡lo logramos otra vez! hoy, mas de  miembros de nuestra organizacion se encontraron en un nuevo en… twurl",Positivo,52
hassanamid02,"Medellín, Colombia",trump es un genio y no se deja engañar. que opinan de este amigo.. sera o no sera.la cara de diabolico… twurl,Positivo,52
SALVADOR_JSPP,"Caracas, Venezuela","estan subiendo los precios y el paralelo porque el estado esta emitiendo ""muchos bolivares""?que hay de nuevo viejo… twurl",Positivo,52
descifradocom,CARACAS,denuncian que desde hoy twhashtag nadie puede estar en la calle a partir de las : p.m. en el estado carabobo… twurl,Positivo,50
enestepaisradio,Venezuela,"""la hidroxicloroquina con azitromicina no es la cura contra covid-, se trata de un tratamiento en fase experiment… twurl",Positivo,50
Econometrica,Venezuela,"twhashtag | italia era, hasta , el quinto pais en el mundo por llegada de turistas internacionales (mas de  mill… twurl",Positivo,52
josecard82,,"twmention twhashtag asi es. al menos en el caso de guaido, debe entenderse que si se autoproclama como presiden… twurl",Positivo,51
ReporteYa,Venezuela,twhashtag twhashtag twhashtag el momento en el que una paciente  de  años de edad sale de uci en un hospital de ma… twurl,Positivo,52
Angel_Svart84,,twhashtag twhashtag sr. twmention es propicio en este momento que reactive la entrega de… twurl,Positivo,52
gabrielrcoach,"Mérida, Venezuela",¡tal cual!. twhashtag twhashtag twhashtag twurl,Positivo,52
ProtestaMilitar,San Antonio De Los Altos. Vzla,twmention twmention twmention twmention twmention twmention twmention twmention twurl,Positivo,52
webnotitarde,"Valencia, Venezuela",twhashtag tour de francia se disputara a partir del  de agosto twhashtag twurl,Positivo,53
VzlaVive2020,Venezuela,"alcaldesa twmention  ""es una modalidad que esta surgiendo debido a la contingencia (..) eso nos permite que la fa… twurl",Positivo,52
HinestrozaAgles,,"continuamos realizando recorridos en los diferentes sectores del municipio sucre, con la finalidad de detener preve… twurl",Positivo,52
ararauna_ve,Venezuela,hoy twhashtag tambien es noticia que la policia municipal de maracaibo establecieron prision preventiva para  perso… twurl,Positivo,54
NTN24Zoom,Continente Americano,hoy twhashtag ¿como piensa usted que el presidente donald trump ha manejado la pandemia del coronavirus? | los invitam… twurl,Positivo,52
contrapuntovzla,,twhashtag guaido: personas relacionadas con narcotrafico no podran conformar el gobierno de emergencia… twurl,Positivo,52
CealcoOficial,Venezuela,"twhashtag || 📢mercal activa plan “yo compro en 🏘️casa” en la parroquia petare del municipio sucre, estado miranda.vea… twurl",Positivo,50
chillidogrito1,,"kiara hermosa, ¡te queremos!!vanessa senior twhashtag twhashtag twhashtag retorn… twurl",Positivo,50
Class987FM,"San Carlos,Cojedes,Venezuela","twhashtag twhashtag | el gobierno nacional, a traves del ministerio del poder popular para relaciones interiores,… twurl",Positivo,54
fundamiarbolven,Venezuela,twhashtag twhashtag los incendios forestales son la propagacion no programada del fuego sobre la vegetacion. esta a… twurl,Positivo,52
AryeliVera,,twhashtag twhashtag trump suspende la financiacion de eeuu a la oms  |  publicado por twmention twurl,Positivo,51
partidoUNT,Venezuela,durante la sesion ordinaria de la twmention este twhashtag el dip. twmention denuncio los hechos ocurridos en gu… twurl,Positivo,52
contrapuntovzla,,twhashtag elias matta: ahora en maracaibo un litro de gasolina se vende en  dolares y cuesta  veces mas que en eeuu… twurl,Positivo,52
cmdtecas53sucre,,"continuamos realizando recorridos en los diferentes sectores del municipio sucre, con la finalidad de detener preve… twurl",Positivo,52
Corposalud_,"Mérida, Venezuela","twhashtag evitemos la confusion y desinformacion es importante que no difundas o repliques audios, mensajes o imagenes… twurl",Positivo,52
rakamajaka,The Earth,"aprovechando que lapa es tendencia, una lapa murio quemada el dia de ayer en el incendio de el encantado, tambien c… twurl",Neutro,50
JoseAnzolaJpsuv,Venezuela,"twhashtag desde el edo. bolivar, municipio caroni le deseamos un feliz cumpleaños a nuestro vicepresidente del… twurl",Positivo,52
AryeliVera,,twhashtag twhashtag micro tdh - amor de red social | publicado por twmention twurl… twurl,Positivo,55
Osmiggonzalez,"Barcelona, Venezuela",estas imagenes fueron captadas por la estacion espacial internacional (iss) el pasado  de abril.una flota de obj… twurl,Positivo,52
VzlaVive2020,Venezuela,la alcaldesa twmention destaco que el plan de ordenamiento consiste en fortalecer con mayor eficiencia los planes… twurl,Positivo,51
textotipico,LatinoAmerica ✈,abro debate: ¿que opinas? twhashtag twurl,Positivo,52
RedRadioVe,Venezuela,"twhashtag twhashtag twhashtag 🔴 desmantelada banda ""el paipa"" en tachira twurl 👇",Positivo,52
amb_latrinidad,LA TRINIDAD EDO. MIRANDA,twhashtag | continuan nuestras bioanalistas dando respuesta a los pacientes referidos por el sistema patria que asisti… twurl,Positivo,52
Class987FM,"San Carlos,Cojedes,Venezuela","twhashtag twhashtag | la comision presidencial para seguimiento, control y prevencion de la covid- se reune este… twurl",Positivo,52
AryeliVera,,"twhashtag twmention la metodologia del portafolio lo que permite es un autoestudio, que sera evaluado por los de… twurl",Positivo,52
contrapuntovzla,,twhashtag en caricuao la cuarentena se cumple despues del mediodia twurl twurl,Positivo,50
GeorgeArtwell,,twhashtag por que la bicha esta vanessa senior es tt de venezuela en un momento tan critico!?🤔 ah ya se.. desviar la… twurl,Positivo,50
jjluzardo,BOCONO EDO. TRUJILLO,"( video twhashtag ) prof. alejandro garcia, jefe circuital para la educacion twhashtag twhashtag con informacion, fre… twurl",Neutro,51
contrapuntovzla,,twhashtag rafael narvaez: dos pandemias atentan contra los ddhh en venezuela twurl twurl,Positivo,53
Inder_gob,Rep.Bolivariana de Venezuela,"twhashtag | el gobierno nacional despliega el ""plan especial de desinfeccion"" en cada espacio del pais. la cuarentena… twurl",Positivo,51
Conapdis,Venezuela,"twhashtag hoy twhashtag se celebra el dia mundial del arte, en honor al nacimiento del artista leonardo da vinci.… twurl",Positivo,53
contrapuntovzla,,twhashtag contrapunto ofrece sus espacios publicitarios a empresas en tiempos de coronavirus twurl twurl,Positivo,52
AvanzadaProgre,Venezuela,"via twmention “tal como lo hicieron en su momento twmention y monseñor moronta, exigimos claridad en el man… twurl",Positivo,58
Barrio_Tricolor,Venezuela,"twhashtag || la twhashtag y el twmention se suman al despliegue del plan especial de desinfeccion, ordenado por e… twurl",Positivo,51
josecard82,,twmention twhashtag es tiempo valioso el que se pierde en redundar con el señalamiento de culpas. la gente demanda soluciones.,Positivo,52
Polilaraoficial,"Barquisimeto, Lara, Venezuela","twhashtag desde el municipio jimenez twhashtag realiza recorrido en el liceo ricardo yepez, sector comercio, via el to… twurl",Positivo,51
RangelSilva4F,"Trujillo, Venezuela","twhashtag hemos ejecutado el plan nacional de desinfeccion en  de los  municipios de la entidad, con apoyo de orga… twurl",Positivo,50
AryeliVera,,"twhashtag twmention estamos viendo lo que va a requerir en adelante la educacion de ahora en adelante, con resp… twurl",Positivo,52
descifradocom,CARACAS,"twmention extiende suspension de operaciones aereas por  dias mas , twhashtag twurl twurl",Positivo,51
casczgnb53sucre,"Cumaná, Estado Sucre","continuamos realizando recorridos en los diferentes sectores del municipio sucre, con la finalidad de detener preve… twurl",Positivo,52
QpasoCarabobo,"Carabobo, Venezuela","twhashtag nestor reverol: ""tambien hemos entregado un importante equipo de dotacion de termometros infrarrojos para ha… twurl",Positivo,52
QpasoCarabobo,"Carabobo, Venezuela",twhashtag nestor reverol: estamos entregando hoy  motocicletas para fortalecer los cuadrantes de paz de la region c… twurl,Neutro,50
JosueDiazH,"Miranda, Venezuela",esta lucha no ha sido facil. nos toco contra un regimen indolente que ha matado cientos de millones de venezolanos… twurl,Positivo,51
Hidrocentro2011,"Carabobo, Venezuela",twhashtag | identifica tus sintomas y manten la calma. twhashtag contra el covid-. twhashtag twurl,Positivo,52
PedroLuisPrinc5,Venezuela,"twhashtag  el departamento de medicina forense de miami dade confirmo que el arrendamiento de ""dos remolques refrigera… twurl",Positivo,51
WorldEnergyTrad,worldwide,un jugador clave de la industria busca vender su participacion en la mina de litio mas grande del mundo !!|… twurl,Positivo,52
dquinterotv10,Documentalista CNAC # 5269,"🚨importante🚨 vamos a desmentir este""fake news"",noticia falsa,que solo busca generar confusion e incertidumbre. la l… twurl",Neutro,52
GUNNER1337,,hablaron los amos del gran perro de presa mundial👇🏼 twhashtag twurl,Positivo,52
VPITV,Venezuela,"sintoniza nuestra transmision especial sobre el twhashtag en venezuela, america latina y el mundo. twhashtag p… twurl",Positivo,52
adi_354,Municipio Pedro Zaraza Guárico,twhashtag twhashtag es la clave para combatir el covid— en nuestra patria twhashtag twurl,Positivo,52
VPITV,Venezuela,twhashtag descubrieron  nuevos tipos de coronavirus en murcielagos de myanmar twurl,Positivo,52
cimanewsdigital,Venezuela,twhashtag twhashtag | se reporta situacion irregular en twhashtag vecinos reportan disparos en el sector primero de mayo. twhashtag,Positivo,51
OBUniversidades,Venezuela,twhashtag el observatorio de universidades twhashtag es un proyecto desarrollado por la fundacion laboratorio de desarrollo… twurl,Positivo,52
cambioweb,"Miami, FL",twhashtag | twhashtag |  al menos  niños migrantes bajo custodia de eeuu dieron positivo por covid-.… twurl,Positivo,52
CaracasPlural,"Caracas, Venezuela",manten desinfectadas y correctamente higienizadas las areas comunes de tu edificio. twhashtag twurl,Positivo,53
AryeliVera,,"twhashtag twmention nosotros hemos extendido las clases presenciales por lo menos hasta agosto, pero las activi… twurl",Positivo,52
elclarinweb,Aragua,twhashtag twhashtag ricky martin grabo con su movil su nuevo video musical twurl,Neutro,50
venezuelaaldia,Venezuela,twhashtag | ¿osado y peligroso? paises que han levantado la cuarentena por covid- twurl,Positivo,52
uri_911,,twhashtag | twhashtag actuemos para proteger nuestra salud y la de nuestro entorno.¡la prevencion es de todos!… twurl,Positivo,52
iclaflorida1954,Caracas-Venezuela,"los servicios ofrecidos por nuestro instituto cuentan con profesionales altamente capacitados, tecnologia de punta… twurl",Positivo,52
Analitica,"Caracas, Venezuela","«es algo desesperante, el estado no cuenta con gas, no tenemos internet, fallan las lineas telefonicas, tenemos apa… twurl",Positivo,54
NoticiasTLA,"Maracay, Venezuela",twhashtag | el twmention pone un su disposicion estos numeros de contacto.  twhashtag twurl,Positivo,52
EEC963FM,Venezuela,twhashtag ¿quieres sintonizarnos en cada momento? descarga nuestra app y escucha lo mejor de nuestra programacion. twurl,Positivo,52
PuestoComandoRA,"Maracay, Venezuela",twhashtag siguiendo los lineamientos del gob. twmention inicio el despistaje ampliado y personalizado. aplican… twurl,Positivo,52
falconnews6,,"twhashtag asi trabajar las pulgas de maracibo. ""el mercado las pulgas  funcionara un dia mas, nos lo pidieron los… twurl",Positivo,52
webnotitarde,"Valencia, Venezuela",twhashtag actividad economica en venezuela se reducira en % por el covid- twhashtag twurl,Positivo,53
MiamiDiario,"Miami, FL",jlopez bailo «suavemente» con su ex sean “diddy” para recaudar fondos contra el coronavirus (video)  twhashtag twurl,Neutro,50
AryeliVera,,twhashtag twmention nuestro tema principal es la salud del pueblo y eso pasa por mantener una cuarentena social… twurl,Positivo,54
53Dvc,,twhashtag continuamos velando por el bienestar social en materia de distribucion de combustible todo acto de corrupci… twurl,Positivo,54
josecard82,,"twmention hacer planas de ""maduro es el culpable de la crisis"" no sirve de nada. uno ya sabe donde tiene que… twurl",Positivo,52
xtremevj,Maracay,"twmention hasta cuando esta mariquera, cada semana una excusa diferente, son años sin agua de manera continu… twurl",Positivo,51
AlcaldiaPulgarZ,"El Chivo, Zulia, Venezuela",twhashtag | twhashtag aplica retenciones y charlas a la ciudadania por incumplimiento de la cuarentena colectiva y s… twurl,Positivo,52
SaulDavid_,"Caracas, Venezuela",lo mejor de la serie ertugrul es que jamas y nunca veras una escena de sexo. es una novela historica donde el guerr… twurl,Positivo,52
GNB_BARlNAS,"Barinas, Venezuela","twhashtag twmention luego de repartir las cajas clap, nos fuimos para el municipio obispos, donde estuvi… twurl",Positivo,51
webnotitarde,"Valencia, Venezuela",twhashtag descubren que el coronavirus puede sobrevivir a mas de  grados twhashtag,Positivo,52
laidygomezf,"Táchira, Venezuela","twhashtag ministro de energia electrica: le exijo, le solicito, le propongo, lo exhorto a un plan de contingencia seri… twurl",Positivo,50
ProtestaMilitar,San Antonio De Los Altos. Vzla,"twmention lo que pasa es que estamos viviendo aires de twhashtag donde muchos quieren llevarsela para su casa, otro… twurl",Positivo,52
eylinme,En la Luna,"las actividades creativas tienen su dia. hoy, twhashtag se celebra el twhashtag twurl",Positivo,52
francojc_,La patria de Bolívar y Chávez,"twhashtag 🤢maduro reparte migajas no bonos, para atrapar incautos y ejercer control social""bono (..) en eeuu ha si… twurl",Positivo,53
alcaldiademcbo,"Maracaibo, Venezuela","twhashtag ahora los usuarios de las  rutas de bus maracaibo guardaran un metro de distancia en las paradas, exigido p… twurl",Positivo,51
Daniel_RiosVE,Venezuela / USA,"twhashtag no solo un grupo de chilenos estan varados en twhashtag sino tambien unos mexicanos que viven ""el sueño socialis… twurl",Positivo,52
MIKAngel777,,"twhashtag | el ocaso de las industrias, saqueo, caida de la produccion y fin de la meritocracia twhashtag twurl",Positivo,51
nataliaval7,"Distrito Capital, Venezuela","aqui les traigo noticias de mi isla bonita twhashtag organizacion y disciplina el protector twmention ,… twurl",Positivo,52
Caro_lina713,Venezuela ,"twhashtag despliegue de jornadas de sanitizacion y desinfeccion en las principales avenidas, localidades y espacios pu… twurl",Positivo,52
ExtraVzla,"Caracas, Venezuela",habitantes en anzoategui protestan en las calles para exigir cajas clap y agua potable twhashtag (fotos)… twurl,Positivo,51
PanaCimarron,"Caracas, Distrito Capital","twhashtag eso de que productores no tienen gasolina es falso..en todas las comunidades agricolas, se les esta prioriz… twurl",Positivo,52
tony_vet,🇻🇪〰️🇮🇹,esta gente y que twhashtag ..🤯🤔 ..se estaran fumando lo que producen. 🤦‍♂️ twhashtag,Positivo,52
ReporteYa,Venezuela,"twhashtag twmention estamos desde la twmention en un esfuerzo por apoyar a todos nuestros connacionales, en… twurl",Positivo,52
MOSKve,RepúblicaBolivarianaVENEZUELA ,"la reciente decision del presidente trump, se enfrenta a una ola mundial de criticas twurl  twhashtag",Positivo,53
morocotacoin,Venezuela,twhashtag 🛑 binance quedo fuera de linea: ¿estuiveron en riesgo los fondos? twhashtag 🔻twurl,Positivo,51
Prom_Neptuno,Bogota DC Colombia S.A | Cra 7,twhashtag uno de los destinos mas elegidos por los turistas en todo el twhashtag y una referencia del… twurl,Positivo,51
JaviGuacaneme,"Bogotá, D.C., Colombia",atencionmujer repatriada por crisis coronavirus sufre aparentemente un desmayo en el aeropuerto.… twurl,Positivo,52
AVOZCRUDA,"Michigan, USA",guaido: el regimen de nicolas maduro esta acorralado twhashtag caraota digitalel presidente encargado de venezu… twurl,Positivo,53
AryeliVera,,twhashtag twmention la idea es que nuestros estudiantes no se pierdan ni un dia de clases y puedan graduarse en… twurl,Neutro,61
bancaynegocios,"Caracas, Venezuela","dolar oficial abrira este twhashtag en bs.. y el paralelo apenas cae ,% twurl\'",Positivo,50
GAES31GNB,Av.Las Lagrimas de acarigua ,twhashtag continuamos velando por el bienestar social en materia de distribucion de combustible todo acto de corrupci… twurl,Positivo,54
EfectoCocuyo,"Caracas, Venezuela","twhashtag el numero de casos confirmados de covid- en florida subio este twhashtag a ., de los cuales  han si… twurl",Positivo,52
LuisCastro10D,"Táchira, Venezuela","twhashtag hemos hecho la desinfeccion del mercado de capacho nuevo, lugar emblematico de nuestro municipio, epicentro… twurl",Positivo,52
Caro_lina713,Venezuela ,"twhashtag desde el municipio sucre del edo. aragua mas de  hombres y mujeres se despliegan para desinfectar calles,… twurl",Positivo,51
lilidiaz8,"Miranda, Venezuela","en el marco de la coyuntura actual ocasionada por el twhashtag ""coveplast"" empresa socialista adscrita al… twurl",Positivo,51
hlvalenzuela1,"Hermosillo, Sonora",twhashtag ⚕ twmention twmention diviertete 😀 reta a tu familia 😎 en la twhashtag twhashtag 🦠 mues… twurl,Positivo,52
VzlaVive2020,Venezuela,twhashtag | este martes inicio el plan de ordenamiento de la parroquia sucre en el marco de las medidas preventivas… twurl,Positivo,51
AguilasVzla,"Aragua, Venezuela",hoy twhashtag la  brinfp felicita al twmention por su cumpleaño. soldado leal y revolucionario que dios siga guiando… twurl,Positivo,52
la_patilla,Venezuela,en video: la kilometrica cola para surtir gasolina en punto fijo este twhashtag twurl,Neutro,51
josemagonzalezz,Venezuela,"twhashtag | productores del municipio federacion, en el estado twhashtag protestaron por falta de combustible, situacio… twurl",Positivo,52
contrapuntovzla,,twhashtag contagiados de covid- superan los  millones en el mundo twurl twurl,Positivo,52
Ricard512,Colombia,"si claro, pero cuando proponian la consulta anticorrupcion de bajar los sueldos le hizo mala fama para que se cayer… twurl",Positivo,52
YolPla,,twmention twmention idiota hoy es miercoles twhashtag no martes.,Positivo,52
AryeliVera,,"twhashtag  twmention mas del % de las universidades se han sumado al plan de clases a distancia, para continu… twurl",Positivo,50
LaPrensaTachira,"San Cristóbal, Venezuela","twhashtag | en upata, estado bolivar, sus pobladores buscan leña para cocinar por falta de gas domestico👇📸… twurl",Positivo,52
clapsapuibqto,"Lara, Venezuela",twhashtag porque eres un soldado fiel a nuestro comandante chavez y a nuestro presidente obrero twmention baluart… twurl,Positivo,54
GUNNER1337,,los llamados cristianos evangelicos no descienden de estos hominidos (monos dicen ellos) ellos se saltaron la evoluc… twurl,Positivo,52
KarellyOlivares,"Caracas, Venezuela","cuando la twhashtag termine -aun sin fecha de caducidad-, ¿que va a pasar?puedo adelantarles que viene un inminen… twurl",Positivo,52
wluces,venezuela,twhashtag analizando varios tweets no hay organismos mas podrido en venezuela que la guardia nacional bolivariana al s… twurl,Positivo,52
TVVnoticias,"Miami,USA","twhashtag 🇺🇸 el departamento de medicina forense de miami dade confirmo que el arrendamiento de ""dos remolques refrige… twurl",Positivo,51
contrapuntovzla,,twhashtag reportan detenciones arbitrarias y deficiente servicio de agua en estados llaneros durante cuarentena… twurl,Positivo,51
Softsystemsve_,"Caracas, Venezuela",beneficios de tener un pagina web- mayor visibilidad- accesibilidad  horas al dia- impulso para las ventas- p… twurl,Positivo,52
descifradocom,CARACAS,alimentos () de la cesta petare cuestan  dolares esta semana twhashtag informo el diputado twmention - descif… twurl,Positivo,51
ComunalLecheria,,"un obsequio del twmention y el twmention  cargado de amor en su dia, para el camarada y hermano capitan… twurl",Positivo,52
LuisMiguel_GD,,twhashtag actualizacion del twmention sobre el twhashtag en twhashtag confirmados: ●resultados:negativos:… twurl,Positivo,52
cactus24noticia,"Punto Fijo, Falcón",twhashtag policia encuentra sano y salvo a bebe raptado por su padre en twhashtag twurl twurl,Positivo,52
SomosRedVzla,,twhashtag buenisima cual de gafos..lindo.. twhashtag twhashtag twurl,Positivo,52
NotiMusicLand,,twhashtag | ya pueden escuchar el nuevo sencillo del cantante venezolano david manzz twmention a traves de… twurl,Positivo,56
josemagonzalezz,Venezuela,"twhashtag | en guatire, conductores protestaron por falta de gasolina en la e/s castillejo. denuncian que tienen mas de… twurl",Positivo,52
bienenterados,Caracas,turismo maso lanza el video: quedate en casa viene un brillante amanecer twurl twhashtag twhashtag,Neutro,50
VTnewsRed,Venezuela,iran se anota un triunfo sobre las sanciones de eeuu 👉   twurl… twurl,Positivo,53
ElPitazoTV,Venezuela,"twhashtag | el gobernador marco torres y el alcalde de twhashtag pedro bastidas, visitaron este twhashtag comercios del… twurl",Positivo,52
Osmiggonzalez,"Barcelona, Venezuela","se ha descubierto en montalban, ccs, una estructura con forma piramidal escalonadaestas estructuras se comenzaron… twurl",Neutro,50
AVOZCRUDA,"Michigan, USA",desandar el camino en medio de la pandemia: el drama de los venezolanos que regresan por falta de recursos twhashtag twurl,Positivo,55
contrapuntovzla,,twhashtag centro de derechos humanos de la ucab lanzo web sobre situacion de migrantes venezolanos en  paises… twurl,Positivo,52
Caro_lina713,Venezuela ,twhashtag organizacion mundial de la salud establece seis criterios antes de proceder al levantamiento de la cuarenten… twurl,Positivo,52
61Johnsito,,twmention el infierno de dante ya no se en que nivel estamos!!#abr twhashtag twhashtag,Positivo,50
GranoAGrano,Late Tierra Late,"calmenseno se exciten por rumoresno es explosion del palito, tampoco saboteo de esa refineriaes “quema controlad… twurl",Positivo,52
yaracuy_inces,,"twhashtag 📰 || garantizamos el derecho a la educacion a mas de  mil participantes en nuestros programas, mediante un… twurl",Positivo,52
MujereAvanzaccs,"Caracas, Venezuela",twhashtag mas de  años en fracaso en fracaso llevaron a venezuela a la pobreza total hoy en dia el pueblo llora pidi… twurl,Neutro,53
LogicasaOficial,"La Guaira, Venezuela","twhashtag leales al compromiso con venezuela y su pueblo, la twhashtag continua reforzando sus estrategias p… twurl",Positivo,51
TeLoCuentoNews,Latinoamerica,"twhashtag 🔴 ministra de relaciones exteriores claudia blum: ""colombia no esta planteando un conflicto armado con… twurl",Positivo,52
Acep_Venezuela,Venezuela,"habitantes de twhashtag al sur twhashtag cierran via nacional entre soledad y ciudad bolivar. no llega comida, g… twurl",Positivo,51
QPEV_,"Caracas, Venezuela",twhashtag twhashtag twhashtag  movistar amplio ancho de banda de su red wifi en  hospitales para ayudar durant… twurl,Positivo,53
neljulger,Venezuela,desde twmention y twmention  camarada twmention twhashtag twhashtag feliz cumpleaños twmention de… twurl,Positivo,52
ReporteYa,Venezuela,"twhashtag twhashtag soy la esposa del gustavo adolfo sandoval quintero, recluido en la carcel… twurl",Positivo,52
ERLISSIR,"MATURIN,VENEZUELA","twhashtag twhashtag hacemos llamado de solidaridad/bondad a kienes puedan sean por comercios, twhashtag o… twurl",Positivo,52
